Title,WorkoutType,WorkoutDescription,PlannedDuration,PlannedDistanceInMeters,WorkoutDay,CoachComments,DistanceInMeters,PowerAverage,PowerMax,Energy,AthleteComments,TimeTotalInHours,VelocityAverage,VelocityMax,CadenceAverage,CadenceMax,HeartRateAverage,HeartRateMax,TorqueAverage,TorqueMax,IF,TSS,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,HRZone8Minutes,HRZone9Minutes,HRZone10Minutes,PWRZone1Minutes,PWRZone2Minutes,PWRZone3Minutes,PWRZone4Minutes,PWRZone5Minutes,PWRZone6Minutes,PWRZone7Minutes,PWRZone8Minutes,PWRZone9Minutes,PWRZone10Minutes,Rpe,Feeling
,Strength,Mckenzie Exercises and some upper body work,,,2019-02-28,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliptical,Other,,,,2019-02-28,,0,,,,,0.250541955,0,,84,,132,153,,,0.631462689,10.7,10,5,0,0,0,0,0,,,,,,,,,,,,,,,
Zwift - Watopia,Bike,,,,2019-03-02,,34016.01172,227,437,825.853,,1.011388898,9.342000008,,0,,0,0,,,0.802775161,64.7,,,,,,,,,,,7,27,14,7,4,1,,,,,,
,Bike,"No climbing during this workout. It's a flatlander's course! We do LOTS of aerobic work, but we mix in some short, 1' efforts at threshold. . 20' Progressive WU . Repeat 4 times 3' AeT (70% FTP / IM race RPE) 1' LT (90% FTP / Oly race RPE) 1' LT (100% FTP / Sprint race RPE) . Repeat 3 times: 5' Low AeT (65% FTP / Easier than IM RPE) 5' High AeT (75% FTP / IM Race RPE) 5' Tempo (85% FTP / 70.3 Race RPE) . Repeat 4 times 1' LT (100% FTP / Sprint race RPE) 3' Easy (55% FTP)",,,2019-03-03,,32299.60938,195,361,908.82,,1,8.972113715,,0,,0,0,,,0.70870517,50.65,,,,,,,,,,,19,36,23,0,0,0,,,,,,
Elliptical,Other,,,,2019-03-04,,0,,,,,0.25224638,0,,87,,139,159,,,0.657784016,11.69,8,7,1,0,0,0,0,,,,,,,,,,,,,,,
,Strength,Strength,,,2019-03-04,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55': Aerobic Pyramid,Bike,Nice active recovery pyrarmid...watch for the changes in cadence on the way down. . Start up the pyramid @ 80-90 rpm 5' @ 55% FTP (RPE 4 / Easy) 5' @ 60% FTP (RPE 5 / Easy) 5' @ 65% FTP (RPE 5.5 / under IM race RPE) 5' @ 70% FTP (RPE 6 / IM race RPE) 5' @ 75% FTP (RPE 6.5 / IM race RPE) 5' @ 80% FTP (RPE 7 / low 70.3 race RPE) Down the pyramid @ 85-95 rpm 5' @ 75% FTP (RPE 6.5 / IM race RPE) 5' @ 70% FTP (RPE 6 / IM race RPE) 5' @ 65% FTP (RPE 5.5 / under IM race RPE) 5' @ 60% FTP (RPE 5 / Easy) 5' @ 55% FTP (RPE 4 / Easy),,,2019-03-06,,31895.21094,202,368,672.193,,0.924166679,9.586000443,,0,,0,0,,,0.687935375,43.42,,,,,,,,,,,6,45,5,0,0,0,,,,,,
Indoor Cycling,Bike,,,,2019-03-08,,0,,,,,0.509328902,0,,,,125,150,,,0.614462971,20.94,6,23,1,0,0,,,,,,,,,,,,,,,,,
Aerobic cruise,Bike,,,,2019-03-09,,32348.34961,206,222,744.495,,1.002777815,8.960000038,,0,,0,0,,,0.690730516,47.49,,,,,,,,,,,0,60,0,0,0,0,,,,,,
Lap Swimming,Swim,,,,2019-03-10,,1828.799072,,,,,0.436909447,1.162186391,,23,,,,,,1.017245616,45.99,,,,,,,,,,,,,,,,,,,,,,
Zwift - Watopia,Bike,,,,2019-03-10,,26913.80078,249,464,685.062,,0.764722228,9.776000023,,0,,0,0,,,0.869247382,57.22,,,,,,,,,,,1,18,13,8,5,1,,,,,,
Abbreviated recovery ride #TeethingScreams,Bike,,,,2019-03-11,,11058.95996,180,210,253.342,,0.389999986,7.875999928,,0,,0,0,,,0.612994656,14.36,,,,,,,,,,,25,18,0,0,0,0,,,,,,
Indoor Cycling,Bike,,,,2019-03-12,,0,,,,,0.424176127,0,,,,123,140,,,0.608552619,17.07,5,20,0,0,0,,,,,,,,,,,,,,,,,
60': 30' WU + 30' (2' tempo + 3' LT + 1' easy),Bike,We are going to dial up the pain! One of the best ways to increase your threshold is by operating at or just below your threshold. The first 30 minutes are going to seem like a walk in the park versus the last 30 minutes. Here we go! . 15' progressive WU 5 x (1' @ LT + 2' easy) . Repeat this set 5 times 2' @ high tempo 3' @ LT 1' easy . Please ride @ 85-95 rpm for the entire workout,,,2019-03-13,,17632.94922,202,241,380.608,,0.522777796,9.369000435,,0,,0,0,,,0.683877367,24.22,,,,,,,,,,,1,30,0,0,0,0,,,,,,
Lap Swimming,Swim,,,,2019-03-13,,2011.678955,,,,,0.487188613,1.146430229,,23,,,,,,1.003489455,49.23,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-03-14,,1622.300049,,,,,0.138187498,3.260999918,,76,,129,146,,,0.911690812,12.12,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-03-14,,32292.58984,225,692,797.612,,0.983640552,9.119000435,,88,,,,,,0.865464015,73.51,,,,,,,,,,,14,9,13,14,6,4,,,,,,
Cycling,Bike,,,,2019-03-15,,32535.96094,206,586,751.563,,1.011176705,8.937999725,,87,,,,,,0.746822527,55.73,,,,,,,,,,,12,22,18,6,1,1,,,,,,
Lap Swimming,Swim,,,,2019-03-16,,1828.799072,,,,,0.430491947,1.17947011,,24,,,,,,1.032410068,47.37,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-03-16,,4045.090088,,,,,0.333671659,3.367000103,,76,,143,165,,,0.916996467,30.26,10,9,1,1,0,0,0,,,,,,,,,,,,,,,
,Bike,"Longer ride that is designed to get you to think about your pacing and focus on aerobic capacity. Use your devices but consciously think about how it feels during each effort. You can do this inside or outside. If outside, try your best to get the efforts in please. Use the 20' sections as active recovery and aerobic engine building. Nail the 10' and 5' efforts. . 15' WU . Repeat 3 times... 20' @ High AeT (70% FTP / ~IM race pace) 10' @ tempo (85% FPT / 70.3 race pace) 5' @ high tempo/low LT (90% FTP / Above 70.3) 5' Easy (55% FTP)",,,2019-03-17,,47334.98047,212,271,1029.454,,1.349166632,9.744999886,,0,,0,0,,,0.72742449,70.99,,,,,,,,,,,7,51,22,0,0,0,,,,,,
20' Transition Run: 5' easy + 15' build to race RPE,Run,Easy first 5'and then use the last 15 minutes to build to race RPE.,,,2019-03-17,,2430.27002,,,,,0.200266108,3.371000051,,78,,144,163,,,0.944683563,19.02,5,5,2,0,0,0,0,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60': 3 sets of aerobic work,Bike,Nice aerobic workout. Lots of base work. Nothing fancy. Good time to relax an enjoy a show or tune the world out. . 15' WU . Repeat 3 times: 8' Aerobic (70% FTP / IM race RPE) 4' Tempo (85% FTP / 70.3 Race RPE) 3' Easy (55% FTP),1,,2019-03-19,,29844.10938,205,388,739.969,,1.003770232,8.258000374,,0,,0,0,,,0.708125419,43.06,,,,,,,,,,,65,32,11,0,0,0,,,,,,
Running,Run,,0.416666667,,2019-03-20,,4882.100098,,,,,0.404708326,3.351000071,,76,,146,180,,,0.937252877,38.48,12,5,2,2,2,2,0,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60': 6 x 8' increasing efforts by 3-5% FTP,Bike,Every 10' the intensity increases. The first 30' should feel smooth like butta because it's aerobic. The last 30' will make you sweat BUT it might be more mental than physical because it's just below your threshold. Keep that in mind and stay strong! . 8' AeT (70% FTP / IM Race RPE) 2' Easy (55% FTP) . 8' AeT (75% FTP / IM Race RPE) 2' Easy (55% FTP) . 8' AeT (80% FTP / 70.3 Race RPE) 2' Easy (55% FTP) . 8' AeT (83% FTP / 70.3 Race RPE) 2' Easy (55% FTP) . 8' AeT (86% FTP / 70.3 Race RPE) 2' Easy (55% FTP) . 8' AeT (90% FTP / Oly Race RPE) 2' Easy (55% FTP),1,,2019-03-22,,28715.85938,185,391,779.234,,0.834722222,9.556026414,,0,,0,0,,,0.745392964,46.53,,,,,,,,,,,31,16,23,0,0,0,,,,,,
,Bike,,0.5,,2019-03-22,,0,,,,,0.505157769,0,,,,124,141,,,0.605542987,20.2,5,25,0,0,0,,,,,,,,,,,,,,,,,
2400yds: Switching Gears (600 pull + 6 x 100 descending),Swim,"We do a nice long warm-up that has a mixture of toys and speed. Then we move into a long, strength set, followed by another strong pacing set. The idea today is have you constantly switching gears so you understand your pace and focus on your form when you get fatigued. . Warm up 400 Free 1:00 6 x 50 with paddles (build each 50) :15 12 x 25s (2 FAST!, 1 easy) :15 . Main Set: 600 Pull @ comfortable pace 1:00 . Descending 6 x 100 :15 (get faster 1 second each time so make sure you go out EASY because the last one should feel like a sprint!) . 200 CD",0.5,,2019-03-23,,1828.799072,,,,,0.430403892,1.179653465,,25,,,,,,1.032621284,47.39,,,,,,,,,,,,,,,,,,,,,,
30': 15' easy + 15' progression,Run,Let's burn the legs. Really deliver on the back half of this progression run. . Easy out for 15'. Shake the legs out. Then 15' back and progressively increase the pace as you go.,0.5,,2019-03-23,,5184.75,,,,,0.417541414,3.448999882,,76,,155,180,,,0.881200157,35.14,6,4,5,6,3,0,0,,,,,,,,,,,,,,,
95': 3x(5' climb + 10' @ 70.3 + 5' easy),Bike,"Today we are in the ""cresting"" business.. We start with a couple of kickers to wake the legs up. Then for the mainset, we will climb the hill and then we will immediately go into 70.3 time trial mode. Practice race day nutrition during this section. Watch the changes in cadence. . 20' gradual warm-up . Repeat 4 times: 3' LT (95% FTP / Oly Race RPE) @ 65-75 rpm 2' easy (55% FTP) @ 85-95 rpm . 10' High AeT (75% FTP / IM race RPE) . Repeat 4 times: 5' LT (100% FTP / Oly Race RPE) @ 65-75 rpm 10' Tempo (80% FTP / 70.3 RPE) @ 80-90 rpm 5' easy (55% FTP) @ 85-95 rpm",1.583333333,,2019-03-24,,48326.53125,212,349,1189.656,,1.560927749,8.600000381,,0,,0,0,,,0.757730209,86.42,,,,,,,,,,,12,61,5,16,0,0,,,,,,
20' Negative Split Run,Run,Run the 2nd mile 1:00 faster,0.25,,2019-03-24,,3238.199951,,,,,0.260871679,3.447999954,,77,,146,172,,,0.982429552,27,6,4,3,1,0,0,0,,,,,,,,,,,,,,,
Active recovery / aerobic spin,Bike,,0.666666667,,2019-03-25,,18902.43945,188,210,401.17,,0.592499971,8.861000061,,0,,0,0,,,0.634502389,23.49,,,,,,,,,,,3,34,0,0,0,0,,,,,,
Lap Swimming,Swim,,0.5,,2019-03-26,,2103.119141,,,,,0.494955836,1.179799665,,24,,,,,,1.032639411,54.5,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,0.583333333,,2019-03-27,,6703.200195,,,,,0.584716678,3.184000015,,76,,136,161,,,0.892908626,50.96,23,9,2,0,0,0,0,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-03-28,,20579.89063,,,,,0.917100549,6.232999802,,,,132,165,,,0.651892721,43.1,5,36,12,2,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-03-29,,22298.67969,,,,,1.004455566,6.166999817,,,,125,150,,,0.61259717,41.76,9,46,5,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,1.5,,2019-03-30,,48463.19922,218,764,1165.937,,1.494301319,9.008999825,,83,,,,,,0.828705519,102.73,,,,,,,,,,,22,18,22,16,7,5,,,,,,
Running,Run,Negative Split Transition Run,0.25,,2019-03-30,,3267.530029,,,,,0.255666107,3.549999952,,76,,143,157,,,1.009079856,27.86,7,8,0,0,0,0,0,,,,,,,,,,,,,,,
Lap Swimming,Swim,,0.5,,2019-03-31,,1920.239014,,,,,0.464626392,1.147406684,,24,,,,,,1.004390702,47.08,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,0.333333333,,2019-03-31,,3852.72998,,,,,0.350801677,3.051000118,,74,,147,165,,,0.849737325,27.34,7,8,5,1,0,0,0,,,,,,,,,,,,,,,
Indoor Cycling,Bike,Stationary spin before rehab exercises,0.5,,2019-04-01,,16093.44498,,,,,0.50158,8.912638829,,,,115,134,,,0.65,25,14,16,0,0,0,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,Active Recovery swim,0.333333333,,2019-04-02,,1097.279541,,,,,0.273217224,1.114697809,,20,,,,,,0.976023956,25.4,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-04-03,,36294.82813,243,593,891.141,,1.018003583,9.904000282,,87,,,,,,0.877318015,77.47,,,,,,,,,,,8,13,18,14,5,3,,,,,,
Running,Run,,0.266666667,,2019-04-03,,3236.27002,,,,,0.247007221,3.638999939,,75,,149,166,,,1.05173305,29.22,3,9,2,1,0,0,0,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Shakeout ride on West Orange Trail around Lake Minneola,2,,2019-04-05,,64365.76172,168,881,1397.705,,2.336278439,7.652999878,,83,,,,,,0.682034784,108.33,,,,,,,,,,,65,41,17,7,4,5,,,,,,
Lap Swimming,Swim,Long course specific workout,0.75,,2019-04-06,,2800,,,,,0.63089167,1.232445356,,28,,,,,,1.078585327,79.16,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,Long ride on Sugar Loaf Route,2,,2019-04-06,,49215.96094,201,645,1212.92,,1.702181935,8.031999588,,85,,,,,,0.856686891,124.66,,,,,,,,,,,36,28,16,9,5,9,,,,,,
Running,Run,Easy transition run,0.166666667,,2019-04-06,,2420.110107,,,,,0.191540837,3.50999999,,74,,151,170,,,0.959112654,18.71,5,1,2,4,0,0,0,,,,,,,,,,,,,,,
Lap Swimming,Swim,Easier swim,0.333333333,,2019-04-07,,1200,,,,,0.2934125,1.135851643,,26,,,,,,0.993925662,28.81,,,,,,,,,,,,,,,,,,,,,,
Running,Run,Long run on Clay Road,0.666666667,,2019-04-07,,8061.120117,,,,,0.649437547,3.447999954,,76,,154,183,,,0.994066987,70.3,11,7,4,7,4,5,1,,,,,,,,,,,,,,,
Running,Run,Run with Kelsey at NTC track,0.166666667,,2019-04-07,,2079.409912,,,,,0.134605005,4.290999889,,77,,131,143,,,1.309920767,24.36,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Indoor Cycling,Bike,,0.5,,2019-04-08,,16093.44498,,,,,0.50070554,8.928204352,,,,114,130,,,0.603945462,19.89,16,14,0,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,1,,2019-04-09,,23334.01953,,,,,0.996415257,6.505000114,,,,125,159,,,0.624667541,43.07,17,34,9,0,0,,,,,,,,,,,,,,,,,
64': Aerobic endurance with high cadence active recovery efforts,Bike,Active recovery type of ride. Some really easy stuff with high cadence and then everything else is aerobic. Couple of tempo pushes to get the juices flowing but that's it. . 12' progressive WU . Repeat 4 times: 8' AeT (70% FTP) @ 80-90 rpm 2' Easy (55% FTP) @ 95-105 rpm . Repeat 3 times: 2' Tempo (85% FTP) @ 80-90 rpm 2' Easy (55% FTP) @ 95-105 rpm,1.066666667,,2019-04-10,,36675.55078,202,257,793.921,,1.093333364,9.317000389,,0,,0,0,,,0.687349321,51.22,,,,,,,,,,,14,45,6,0,0,0,,,,,,
,Day Off,Back injections,,,2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,,0.5,,2019-04-12,,2103.119141,,,,,0.490072503,1.191538539,,24,,,,,,1.042929159,55.59,,,,,,,,,,,,,,,,,,,,,,
Zwift - New Workout,Bike,,1,,2019-04-12,,33332.58984,195,271,705.209,,1.004722238,9.215000153,,0,,0,0,,,0.660483582,43.45,,,,,,,,,,,4,50,6,0,0,0,,,,,,
Cycling,Bike,,1.333333333,,2019-04-13,,44061.82813,245,712,1136.523,,1.28665638,9.512999535,,86,,,,,,0.933100467,111.01,,,,,,,,,,,16,9,13,19,13,7,,,,,,
Running,Run,,0.25,,2019-04-13,,3240.22998,,,,,0.253141403,3.555999994,,76,,132,157,,,1.012800058,27.78,14,1,0,0,0,0,0,,,,,,,,,,,,,,,
Lap Swimming,Swim,,0.416666667,,2019-04-14,,1005.839539,,,,,0.25527889,1.09385672,,20,,,,,,0.957557957,22.41,,,,,,,,,,,,,,,,,,,,,,
Zwift - New Workout,Bike,,,,2019-04-14,,33888.44141,196,203,708.097,,1.001944423,9.395000458,,0,,0,0,,,0.655525385,42.78,,,,,,,,,,,1,59,0,0,0,0,,,,,,
Zwift - New Workout,Bike,,,,2019-04-15,,29408.48047,198,226,596.546,,0.835277796,9.779999733,,0,,0,0,,,0.666212269,36.74,,,,,,,,,,,0,50,0,0,0,0,,,,,,
Lap Swimming,Swim,,,,2019-04-16,,2011.678955,,,,,0.468549447,1.19210746,,26,,,,,,1.043408841,53.23,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-16,,8122.100098,,,,,0.734596074,3.071000099,,69,,141,162,,,0.860786151,59.84,24,16,3,0,0,0,0,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-17,,2421.570068,,,,,0.19290249,3.486999989,,76,,169,181,,,0.983999788,19.81,0,0,0,4,4,3,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-04-17,,32496.67969,248,582,821.401,,0.919235826,9.819999695,,86,,,,,,0.905908241,74.24,,,,,,,,,,,7,6,16,19,6,2,,,,,,
,Day Off,Rest,,,2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Work,Bike,"This ride can be done inside or outside. Our goal here is more about building aerobic endurance with one hard set. If you're outside, really push one segment (it can be a flat or a rolling/hill section) and aim for 3 hours. If inside, please follow the workout below. This is also a good opportunity to play with your nutrition . 30' Pyramid style warm-up (55%->85%->70% FTP) . Boring Alert! Repeat 3 times: 10' AeT (70% FTP / IM race RPE) 9' High AeT (75% FTP / IM Race RPE) 1' LT (100% FTP / Olympic RPE) . Repeat 4 times with some 70.3 efforts 10' Tempo (80% FTP / 70.3 RPE) 5' Easy (55% FTP)",,,2019-04-19,,39267.80859,193,271,814.832,,1.171666622,9.309000015,,0,,0,0,,,0.652088032,49.57,,,,,,,,,,,4,62,4,0,0,0,,,,,,
Lap Swimming,Swim,,,,2019-04-20,,1463.039307,,,,,0.3335125,1.217548629,,25,,,,,,1.066093136,40.41,,,,,,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,,,,2019-04-20,,274.3200073,,,,,0.062193611,1.222046042,,25,,,,,,1.071921497,7.66,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-20,,5879.700195,,,,,0.501291394,3.257999897,,76,,149,170,,,0.920084445,46.19,5,17,7,1,0,0,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-04-21,,41918.28125,,,,,2.002500534,5.815000057,,,,122,147,,,0.600172121,100,30,87,3,0,0,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-22,,8074.189941,,,,,0.706617475,3.174000025,,66,,151,176,,,0.887551298,61.13,10,15,14,2,1,0,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-04-23,,22991.93945,,,,,1.052251697,6.070000172,,,,124,144,,,0.601275526,42.19,9,54,1,0,0,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-04-24,,35110.12891,250,507,904.028,,1.001680255,9.736000061,,85,,,,,,0.931923579,86.57,,,,,,,,,,,9,9,13,14,10,5,,,,,,
,Day Off,Rest,,,2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwift - Watopia,Bike,,,,2019-04-26,,7321.790039,202,351,588.838,,0.808290005,2.516000032,,0,,0,0,,,0.689093281,37.6,,,,,,,,,,,7,29,10,1,0,0,,,,,,
Treadmill Running,Run,,,,2019-04-26,,2414.016747,,,,,0.200349718,3.346948591,,73,,152,164,,,0.801681976,13.72,1,7,4,0,0,0,0,,,,,,,,,,,,,,,
Lap Swimming,Swim,,,,2019-04-27,,2103.119141,,,,,0.494053336,1.182008379,,26,,,,,,1.03452576,54.7,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-27,,5435.160156,,,,,0.421255559,3.584000111,,76,,156,174,,,1.011960034,46.75,4,5,6,8,1,1,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-04-28,,42069.62891,,,,,2.014749765,5.800000191,,,,127,166,,,0.629339555,115,26,74,16,4,0,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-28,,3464.050049,,,,,0.259248614,3.711999893,,77,,149,174,,,1.037729189,29.89,6,2,1,4,2,1,0,,,,,,,,,,,,,,,
Indoor Cycling,Bike,Active recovery on the stationary bike,,,2019-04-29,,24140.16747,,,,,0.750819147,8.931048315,,,,115,137,,,0.60250518,29.98,19,26,0,0,0,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,,,,2019-04-30,,914.3995972,,,,,0.209725001,1.209961808,,26,,,,,,1.059588147,24.95,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-04-30,,6653.009766,,,,,0.500946939,3.688999891,,77,,148,176,,,1.040486167,59.07,11,6,6,6,1,0,0,,,,,,,,,,,,,,,
,Day Off,Rest,,,2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lap Swimming,Swim,,,,2019-05-02,,2103.119141,,,,,0.483005558,1.209024075,,25,,,,,,1.058188451,57.23,,,,,,,,,,,,,,,,,,,,,,
Running,Run,,,,2019-05-02,,3378.5,,,,,0.263267785,3.565000057,,76,,145,163,,,0.997255977,28.09,6,6,4,0,0,0,0,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-05-03,,40415.89844,,,,,1.970008254,5.698999882,,,,123,168,,,0.613182407,105,35,71,12,1,0,,,,,,,,,,,,,,,,,
Zwift - New Workout,Bike,,,,2019-05-04,,36482.80078,194,257,757.786,,1.086666703,9.324999809,,0,,0,0,,,0.65681438,46.52,,,,,,,,,,,2,59,5,0,0,0,,,,,,
60': 7 x 3' Over-gearing efforts,Bike,"This can be done outside or inside. If outside, find a nice incline or flat that will allow for 3' of solid effort. Watch the changes in cadence please! . 15' building WU @ 80-90 rpm . Repeat 2 times 3' LT (90% FTP / Oly RPE) @ 70-80 rpm 2' easy (55% FTP) @ 85-95 rpm . Repeat 2 times 3' LT (100% FTP / Sprint RPE) @ 70-80 rpm 2' easy (55% FTP) @ 85-95 rpm . Repeat 3 times 3' AeC (110% FTP / RPE 9/10) @ 70-80 rpm 2' easy (55% FTP) @ 85-95 rpm",,,2019-05-05,,38983.01172,232,531,905.866,,1.084722281,9.982000351,,0,,0,0,,,0.847858873,77.29,,,,,,,,,,,6,34,9,6,9,1,,,,,,
Running,Run,,,,2019-05-05,,6847.140137,,,,,0.589254439,3.227999926,,76,,150,171,,,0.900104331,52.21,11,7,9,8,0,0,0,,,,,,,,,,,,,,,
45': Recovery ride @ 60% FTP,Bike,"If you feel up to it, jump on the bike and cruise around 20-30' @ 55-65% FTP",,,2019-05-06,,24336.85938,178,205,485.869,,0.755833328,8.944000244,,0,,0,0,,,0.604260256,27.26,,,,,,,,,,,11,34,0,0,0,0,,,,,,
40-50,Run,,,,2019-05-07,,5636.390137,,,,,0.45089224,3.471999884,,76,,151,170,,,0.990512207,48.06,6,10,8,2,0,0,0,,,,,,,,,,,,,,,
30 TSS,Swim,,,,2019-05-07,,1645.919189,,,,,0.389512502,1.173040683,,24,,,,,,1.026924173,42.18,,,,,,,,,,,,,,,,,,,,,,
Cycling,Bike,,,,2019-05-08,,23273.46094,236,486,571.03,,0.670890868,9.63599968,,86,,,,,,0.874322076,50.44,,,,,,,,,,,6,6,14,10,3,1,,,,,,
Running,Run,,,,2019-05-09,,3237.590088,,,,,0.21827139,4.119999886,,79,,160,181,,,1.161757365,31.43,1,4,1,2,1,3,0,,,,,,,,,,,,,,,
